nci_id,nct_id,protocol_id,ccr_id,ctep_id,dcp_id,other_ids__name,other_ids__value,associated_studies__study_id,associated_studies__study_id_type,outcome_measures__name,outcome_measures__description,outcome_measures__timeframe,outcome_measures__type_code,amendment_date,current_trial_status,current_trial_status_date,start_date,start_date_type_code,completion_date,completion_date_type_code,record_verification_date,brief_title,official_title,acronym,keywords,brief_summary,detail_description,classification_code,interventional_model,study_source,accepts_healthy_volunteers_indicator,study_protocol_type,study_subtype_code,study_population_description,study_model_code,study_model_other_text,sampling_method_code,bio_specimen__f1,bio_specimen__f2,bio_specimen__f3,bio_specimen__f4,primary_purpose__primary_purpose_code,primary_purpose__primary_purpose_other_text,primary_purpose__primary_purpose_additional_qualifier_code,phase__phase,phase__phase_other_text,phase__phase_additional_qualifier_code,masking__masking,masking__masking_allocation_code,masking__masking_role_investigator,masking__masking_role_outcome_assessor,masking__masking_role_subject,masking__masking_role_caregiver,principal_investigator,central_contact__central_contact_email,central_contact__central_contact_name,central_contact__central_contact_phone,central_contact__central_contact_type,lead_org,collaborators__name,collaborators__functional_role,sites__contact_email,sites__contact_name,sites__contact_phone,sites__recruitment_status,sites__recruitment_status_date,sites__local_site_identifier,sites__org_address_line_1,sites__org_address_line_2,sites__org_city,sites__org_country,sites__org_email,sites__org_family,sites__org_fax,sites__org_name,sites__org_to_family_relationship,sites__org_phone,sites__org_postal_code,sites__org_state_or_province,sites__org_status,sites__org_status_date,sites__org_tty,sites__org_va,sites__org_coordinates__lat,sites__org_coordinates__lon,anatomic_sites__-,diseases__inclusion_indicator,diseases__lead_disease_indicator,diseases__nci_thesaurus_concept_id,diseases__preferred_name,diseases__display_name,diseases__paths__direction,diseases__paths__concepts__idx,diseases__paths__concepts__label,diseases__paths__concepts__code,diseases__type__001,diseases__type__002,diseases__synonyms__-,diseases__synonyms,diseases__parents__001,diseases__parents__002,diseases__parents__003,biomarkers,minimum_target_accrual_number,eligibility__structured__gender,eligibility__structured__max_age,eligibility__structured__max_age_number,eligibility__structured__max_age_unit,eligibility__structured__min_age,eligibility__structured__min_age_number,eligibility__structured__min_age_unit,eligibility__structured__max_age_in_years,eligibility__structured__min_age_in_years,eligibility__unstructured__display_order,eligibility__unstructured__inclusion_indicator,eligibility__unstructured__description,number_of_arms,arms__arm_name,arms__arm_type,arms__arm_description,arms__interventions__intervention_name,arms__interventions__intervention_type,arms__interventions__intervention_code,arms__interventions__intervention_description,arms__interventions__parents__001,arms__interventions__parents__002,arms__interventions__parents__003,arms__interventions__inclusion_indicator,arms__interventions__synonyms__-,arms__interventions__synonyms,arms__interventions__intervention_category
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malignant Neoplasm of Cerebellum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anti-Tumor Drugs,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malignant Neoplasm of the Cerebellum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antineoplastic Drugs,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malignant Tumor of Cerebellum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antineoplastics,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malignant Tumor of the Cerebellum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antiproliferative Agents,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREE,NO,C3262,Neoplasm,Other Neoplasm,,,,,maintype,,,Neoplasia,C2991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antiproliferative Drugs,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neoplasm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cancer Drug,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neoplasm, NOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chemotherapeutic Agents, Neoplastic Disease",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neoplasms, NOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tumor-Specific Treatment Agents,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neoplastic Disease,,,,,,,,,,,,,,,,,,,,,,Pharmacologic Substance,Drug,C1909,,C1908,,,TREE,,Agent,Agent Category
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neoplastic Growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drug,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tumor, NOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drug Substance,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neoplasia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pharmaceutical Agent,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neoplasm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pharmaceuticals,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pharmacologic Agent,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREE,YES,C2907,Brain Neoplasm,Brain Tumor,,,,,subtype,,,Brain Neoplasm,C96413,C4953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pharmacologic Substance,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brain Neoplasms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pharmacological Substance,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neoplasm of Brain,,,,,,,,,,,,,,,,,,,,,,"Drug, Food, Chemical or Biomedical Material",Drug,C1908,,,,,TREE,,,Agent Category
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neoplasm of the Brain,,,,,,,,,,,,,,,,,,,,,,DNA Adduct Forming Agent,Drug,C2163,,C2842,,,TREE,,,Agent Category
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tumor of Brain,,,,,,,,,,,,,,,,,,,,,,DNA Binding Agent,Drug,C2842,,C274,,,TREE,,,Agent Category
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tumor of the Brain,,,,,,,,,,,,,,,,,,,,,,Radiosensitizing Agent,Drug,C798,,C274,,,TREE,,Radiation Sensitizers,Agent Category
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brain tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radiation-Sensitizing Agents,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREE,NO,C7057,"Disease, Disorder or Finding","Disease, Disorder or Finding",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radiation-Sensitizing Drugs,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREE,YES,C9293,Central Nervous System Neoplasm,Brain/Spinal Cord Tumor,,,,,maintype,subtype,,CNS Neoplasm,C2934,C3268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radiosensitizers,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CNS Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radiosensitizing Agent,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CNS tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radiosensitizing Drugs,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Nervous System Neoplasm,,,,,,,,,,,,,,,,,,,,,,Recombinant Colony Stimulating Factor,Biological / Vaccine,C387,,C1283,C2395,,TREE,Recombinant Hematopoietic Colony-stimulating Factor,,Agent Category
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Nervous System Tumor,,,,,,,,,,,,,,,,,,,,,,Recombinant Cytokine,Biological / Vaccine,C1283,,C307,C308,,TREE,Cytokines,,Agent Category
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neoplasm of CNS,,,,,,,,,,,,,,,,,,,,,,Biological Agent,Biological / Vaccine,C307,,C1909,,,TREE,,Biological Products,Agent Category
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neoplasm of Central Nervous System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biologicals,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neoplasm of the Central Nervous System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biologics,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tumor of CNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biopharmaceuticals,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tumor of Central Nervous System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Immunologic, Immunochemical",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tumor of the CNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunologics,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tumor of the Central Nervous System,,,,,,,,,,,,,,,,,,,,,,Immunotherapy,Biological / Vaccine,C308,,C1909,,,TREE,,BRM,Agent Category
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,central nervous system tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biological Response Modifier,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREE,NO,C3263,Neoplasm by Site,Neoplasm by Site,,,,,subtype,,,,C3262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biomodulators,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREE,YES,C2935,Cerebellar Neoplasm,Cerebellar Neoplasm,,,,,subtype,,,Cerebellar Tumor,C3139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Immune Mediators,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neoplasm of Cerebellum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Immune Modulators,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neoplasm of the Cerebellum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Immune Regulators,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tumor of Cerebellum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunomodulating Agent,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tumor of the Cerebellum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunomodulators,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREE,YES,C6990,Central Nervous System Embryonal Neoplasm,Central Nervous System Embryonal Neoplasm,,,,,grade,subtype,,CNS Embryonal Neoplasm,C3264,C4627,C102871,,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunomodulatory Agent,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CNS Embryonal Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunopotentiators,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Nervous System Embryonal Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunotherapy Agent,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Embryonal Neoplasm of CNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunotherapeutic Agent,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Embryonal Neoplasm of Central Nervous System,,,,,,,,,,,,,,,,,,,,,,Recombinant Hematopoietic Growth Factor,Biological / Vaccine,C2395,,C530,,,TREE,,,Agent Category
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Embryonal Neoplasm of the CNS,,,,,,,,,,,,,,,,,,,,,,Recombinant Growth Factor,Biological / Vaccine,C530,,C307,,,TREE,Growth Agents,,Agent Category
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Embryonal Neoplasm of the Central Nervous System,,,,,,,,,,,,,,,,,,,,,,Biomarker Analysis,Other,C63333,,C25218,,,TREE,,,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Embryonal Tumor of CNS,,,,,,,,,,,,,,,,,,,,,,Intervention or Procedure,Other,C25218,,C16203,,,TREE,,Intervention,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Embryonal Tumor of Central Nervous System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intervention Strategies,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Embryonal Tumor of the CNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Procedure,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Embryonal Tumor of the Central Nervous System,,,,,,,,,,,,,,,,,,,,,,Clinical or Research Activity,Other,C16203,,C43431,,,TREE,,,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREE,NO,C9305,Malignant Neoplasm,Malignant Neoplasm,,,,,subtype,,,CA,C7062,,,,,,,,,,,,,,,,,,,,,Activity,Other,C43431,,,,,TREE,,Activity,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,General activity,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malignancy,,,,,,,,,,,,,,,,,,,,,,Mixed Category Laboratory Procedure,Other,C74957,,C25294,,,TREE,,,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malignant Growth,,,,,,,,,,,,,,,,,,,,,,Laboratory Procedure,Other,C25294,,C25218,,,TREE,,Lab Test,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malignant Neoplastic Disease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lab Tests,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malignant Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laboratory Test,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NEOPLASM, MALIGNANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Test,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neoplasm, malignant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tests,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tumor, malignant, NOS",,,,,,,,,,,,,,,,,,,,,,Supportive Care,Other,C15747,,C49236,,,TREE,,Supportive Therapy,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Unclassified tumor, malignant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Symptom Management,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Therapy, Supportive",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malignancy,,,,,,,,,,,,,,,,,,,,,,Therapeutic Procedure,Other,C49236,,C25218,,,TREE,,TX,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREE,NO,C6990,Central Nervous System Embryonal Neoplasm,Central Nervous System Embryonal Neoplasm,,,,,grade,subtype,,CNS Embryonal Neoplasm,C3264,C4627,C102871,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapeutic Interventions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CNS Embryonal Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapeutic Method,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Nervous System Embryonal Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapeutic Procedure,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Embryonal Neoplasm of CNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapeutic Technique,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Embryonal Neoplasm of Central Nervous System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapy,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Embryonal Neoplasm of the CNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Embryonal Neoplasm of the Central Nervous System,,,,,,,,,,,,,,,,,,,,,,Vinca Alkaloid Compound,Drug,C932,,C221,C1931,,TREE,Vinca Alkaloids,,Agent Category
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Embryonal Tumor of CNS,,,,,,,,,,,,,,,,,,,,,,Alkaloid,Drug,C221,,C718,,,TREE,Alkaloids,,Agent Category
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Embryonal Tumor of Central Nervous System,,,,,,,,,,,,,,,,,,,,,,Organic Chemical,Drug,C718,,C1913,,,TREE,,,Agent Category
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Embryonal Tumor of the CNS,,,,,,,,,,,,,,,,,,,,,,Drug or Chemical by Structure,Drug,C1913,,C1908,,,TREE,,,Agent Category
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Embryonal Tumor of the Central Nervous System,,,,,,,,,,,,,,,,,,,,,,Antineoplastic Plant Product,Drug,C1931,,C1907,,,TREE,,,Agent Category
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREE,YES,C102871,Primary Central Nervous System Neoplasm,Primary Central Nervous System Neoplasm,,,,,subtype,,"CNS primary tumor, NOS",,C9293,,,,,,,,,,,,,,,,,,,,,"Drug, Natural Product",Drug,C1907,,C1909,,,TREE,Drug Derived from Natural Products,,Agent Category
